blink_rate,gaze_center,head_angle,face_detected,typing_speed,mouse_movement,mouse_click_rate,idle_time,label
0,0,-0.068,1,2.582606369289062,4.06203539734086,1.2,0.9006034981541184,Medium
0,0,-0.166,0,2.3282226414045053,3.248405928853134,0.43,3.887187129602955,Absent
0,0,0.223,0,4.6488722510584175,4.306647469540378,0.76,6.2298579137106165,Absent
1,0,0.257,1,2.4160416492026795,3.2320636863061885,0.32,1.4222900676035457,High
0,0,0.208,0,0.807148522150996,1.3627836151815458,1.44,7.9702751860964725,Absent
0,0,-0.246,0,0.7211152186012826,2.583728054472805,1.07,9.719738605018259,Absent
0,0,-0.195,0,0.8107100383179926,1.49380486499364,2.25,6.735318841815914,Absent
1,0,-0.065,1,3.4882849152668234,3.1045429091025563,1.0,3.9824711348078354,High
0,1,0.166,1,2.2699949326526037,4.324336220649193,0.71,0.9172854323026436,Low
0,1,-0.208,0,0.684733545770619,1.4286211511801272,0.42,5.342515704832482,Absent
0,1,0.253,0,0.0,0.8167221776839543,2.49,4.887344778988536,Absent
1,0,0.201,1,4.360658598094355,2.775640764861749,2.61,11.53739285142497,High
1,0,-0.049,1,1.5515780228926,4.960023671550631,2.0,6.38047233868203,High
1,0,0.024,0,4.778281339415377,2.193790484801946,2.93,6.373316948432528,Absent
1,1,-0.208,1,2.111986288537192,3.681668366830632,0.53,3.495612468372447,High
1,1,0.223,0,5.193720546753976,1.7239415756512233,0.27,1.5849006291751995,Absent
0,1,-0.095,1,3.1164848249412556,0.04275518824886437,0.84,2.1171205514242013,Low
1,0,-0.154,0,1.5727631933176967,3.8983884154338737,1.33,3.6965824494092585,Absent
0,1,-0.218,0,5.994657180181943,4.250631968855124,0.42,5.138122855248069,Absent
1,0,-0.235,1,0.15436338123229593,2.5861343006347024,1.87,2.62616670988336,High
1,1,-0.233,0,1.4067888226558316,0.991353536191405,0.76,3.9351587897736495,Absent
0,1,-0.107,1,0.5006512778219783,2.017547925340714,1.09,10.271762632707183,Medium
1,1,-0.257,0,5.925669826377096,4.909568782022443,0.92,5.075972264909409,Absent
1,0,-0.137,1,3.121863078684411,4.030945652066302,0.72,3.651970053838517,Medium
0,0,-0.132,1,0.6872447982331729,3.2862158620604545,2.71,1.5280124504380157,Medium
1,0,0.053,1,1.3847434695915646,2.95993418156203,1.44,5.060416515168347,Medium
1,0,0.056,1,4.735048498817885,2.106060160695954,0.14,8.44070714060882,High
0,0,-0.262,0,2.3064327044806507,1.747553272697423,0.38,11.386421392232329,Absent
1,0,0.085,1,2.527897177054039,3.933796263674985,1.87,0.29804917086821425,High
1,0,0.262,0,2.1466234894930523,1.794581535856038,1.93,9.4120731749094,Absent
0,0,0.137,0,0.8633405566008376,1.5139183250984418,2.85,2.412723063356565,Absent
0,0,-0.256,1,2.204658524484323,4.3984082438061805,0.66,0.0,Medium
1,0,0.186,1,0.39939615815523455,4.982904585593299,0.03,11.837354834922342,High
0,1,-0.123,0,0.8551434211201758,3.168072655507821,2.39,7.020711279341017,Absent
1,1,0.077,1,5.773062176597605,3.872491291591417,2.98,7.910919431813812,Medium
1,0,-0.156,1,3.2259363971185953,3.2774381423135917,2.77,0.06592121798290496,Medium
1,1,-0.123,0,1.3540377183469339,3.243089255512358,2.98,9.322220997954254,Absent
1,0,0.245,0,1.1069608226554337,4.779330386637994,1.6,6.615258529256682,Absent
1,1,0.196,0,4.494944780633564,1.6979036214790342,0.46,4.54982753847615,Absent
0,0,-0.178,1,1.3154748770009808,4.33723426516326,1.01,9.058605962460941,High
1,1,0.182,0,1.081079137479366,0.44889285573310184,2.99,3.0988373877841227,Absent
0,1,-0.115,0,5.703537103324111,4.2825862321633705,2.56,1.0951868011974693,Absent
0,0,0.225,1,4.891866141545043,4.279643331618882,0.91,4.52561484382014,Medium
1,1,0.041,1,4.505221960502439,5.238748662855245,0.08,11.189659241055445,Medium
0,0,-0.172,1,2.604002155491151,3.388978695978435,0.16,8.73028508137259,High
0,1,0.228,0,2.338672806692206,0.6212348058017008,2.21,10.643412880883961,Absent
0,0,0.021,0,4.305234479520075,0.14789646898660705,2.66,6.702285246883342,Absent
0,0,-0.105,1,0.0,4.362603502350374,0.12,0.0,Low
1,1,-0.005,1,5.7496065090564885,4.608615574690129,1.91,10.241620464726324,Low
1,0,0.192,1,3.613679803909009,4.958073112213544,0.67,10.240660693311636,High
1,1,-0.127,1,2.025296363087447,3.840605102267656,0.88,8.709291885385127,High
0,0,0.145,0,4.78631590108888,1.5219603705553384,2.84,11.572991568680374,Absent
0,0,-0.285,0,4.764318116546595,4.500400798546663,2.91,2.0023584555801186,Absent
0,1,0.175,0,4.636087351008447,0.3493233740395572,0.58,0.8123088064597739,Absent
1,1,0.083,0,0.6522430814785893,3.8320895761400817,2.11,5.339474469381688,Absent
0,1,0.159,1,1.9755020603640396,1.3030139562172873,1.86,3.5397486496201696,Low
1,1,-0.265,1,3.24872412995355,3.49601982779385,2.08,2.49070744798901,Low
1,0,-0.099,1,3.2408164225957736,2.1965558097634856,1.76,8.901586452772019,High
0,0,-0.263,0,2.9009246939517164,2.887956264538215,1.85,3.1072641282212308,Absent
0,1,0.039,1,2.7148134813953257,3.2727578693772985,0.9,2.184193129745549,Medium
0,0,-0.299,0,4.765111708349506,1.918414977820379,1.81,7.745533590220001,Absent
1,1,-0.025,0,0.4684156512269605,3.3960140089279425,0.27,2.755554880013415,Absent
0,1,-0.141,1,3.997836412197278,2.674700642128673,2.68,2.145617359038305,Low
1,1,0.231,0,1.5565217255530293,1.5785737586988882,2.45,0.0,Absent
1,0,-0.154,0,4.4759938292953985,4.591738580233355,2.46,12.31168563967016,Absent
1,0,0.058,0,4.747624611040366,1.3410164541938057,0.19,11.283821826560484,Absent
1,1,-0.292,1,1.2863261815611027,4.0950334762754235,1.2,3.9902783293784765,Medium
1,1,-0.086,0,1.9722157921137367,2.4888854143350074,1.76,8.195994888376935,Absent
1,0,0.164,1,4.133859649460978,3.8660072766448104,2.46,9.854921864082833,High
0,0,0.217,0,2.219533088593035,5.229080770326858,1.72,12.590811376545572,Absent
0,0,-0.238,0,5.282492231604204,4.478349442559732,3.0,7.434517058477278,Absent
0,1,-0.068,1,4.06281388964632,3.043279631845256,2.65,4.5755379957997135,Medium
0,1,0.197,0,5.850247138040752,4.458589267321864,0.68,10.708353496656436,Absent
0,0,-0.074,1,3.180365227441662,0.4551531316326083,2.31,8.847918780529739,High
0,1,0.089,0,1.6275873299396464,2.3197951543417514,1.74,4.227527013544344,Absent
1,0,0.24,1,0.0,2.3982345756915655,2.15,10.869294764796528,High
0,0,-0.032,1,1.788034345906218,3.9054726294226683,1.57,9.380440987051838,High
0,1,0.256,1,0.012965089452241868,1.8749932153549709,0.22,6.598792535946753,High
0,0,0.123,0,4.806758132214914,4.373264648996567,0.8,11.49508879211087,Absent
0,0,-0.194,1,4.80342602983051,2.171461616209589,2.7,10.183638656534697,High
0,0,-0.14,0,3.008385292920205,0.9165527632524696,2.74,10.613499306704771,Absent
0,0,0.002,1,3.1624797948311922,3.838552110419992,2.19,8.890144372755985,High
0,1,-0.246,0,3.3271780763325713,0.3955104519116747,1.18,7.594322375629579,Absent
1,1,0.275,1,2.929339799764382,4.24610813275847,2.22,3.8060567043686637,Medium
1,0,-0.117,1,5.03211988956427,0.2918564216191819,1.21,3.6110742755840697,Medium
0,0,0.103,0,1.641393701259818,3.259924329179021,0.09,10.311273494083151,Absent
0,1,0.179,1,3.657373096526698,4.370514346141596,0.07,7.505491968648617,Medium
0,1,-0.298,1,4.7133785123349705,5.1682927967398165,1.16,2.11927289034593,Low
0,0,-0.238,1,2.9444547883922043,2.3683530671024466,0.34,12.001607499819464,High
1,1,-0.206,1,1.5267014937209122,5.12146260437624,1.62,3.822166864525941,Low
0,0,0.177,1,0.0,1.3204024350843069,2.57,4.9020598832019715,High
1,0,0.226,1,1.959337450492351,2.2834459116403183,0.7,6.534220662169735,High
0,0,0.277,0,4.718159597975882,0.0,2.86,11.180126589184258,Absent
0,0,0.195,1,0.5609949408920379,3.557346152521532,2.65,6.94579750666718,High
1,0,-0.005,0,5.1524218404662685,2.1602573334526,1.66,1.855568583243287,Absent
1,0,-0.119,1,5.043503403497335,0.193790817442824,0.99,11.91118851722053,High
0,0,-0.22,1,0.2958473762214392,0.03377730141471713,1.1,9.866370776092518,High
0,1,-0.196,1,2.144748948635682,4.327030286622004,2.41,7.795168901397401,Medium
1,1,-0.011,1,1.608126125136113,0.7195607153537913,1.35,6.014751433454668,High
1,1,-0.181,1,5.283033473812977,0.9425206207414721,2.6,5.272947106516769,Medium
0,0,-0.076,1,5.141214825081145,3.114633969843064,1.1,3.782581771277004,High
0,0,0.238,0,2.4447195556031502,2.9548685250543776,1.31,6.897413037246932,Absent
1,0,-0.205,0,0.19920348240734542,3.866887232559252,1.99,9.595355408022815,Absent
1,0,0.142,1,5.397313197752979,0.2664570861249611,1.8,4.02462848738484,High
1,1,0.126,0,0.8593649185617516,1.8243439229950753,1.48,0.620524108574583,Absent
0,1,-0.184,0,2.0631475501270184,2.1255037965210453,0.22,11.341852898077315,Absent
1,0,0.058,0,4.17181579802216,1.7125148399525298,2.55,0.0,Absent
1,1,0.216,1,4.169437841512617,0.919793314990732,2.29,0.8584974779958277,Medium
1,1,-0.206,1,1.475419078121094,3.2948126963242403,1.2,7.735430329884194,High
1,1,0.039,0,5.088601390613672,4.150929705035548,2.89,4.05447953461884,Absent
1,0,0.229,0,2.644228712470819,1.8996308087953389,2.55,4.234571820036307,Absent
1,1,-0.054,0,1.2195950193079426,1.8746026567911946,2.36,5.484758224937935,Absent
1,1,0.238,0,5.333297698955873,5.047710315112911,2.78,8.878668170937267,Absent
0,1,0.127,1,5.429390271486402,0.6072546291437334,1.21,0.36909122562093327,Medium
1,1,0.162,0,0.8934139487233588,2.420061235939114,1.22,2.245238477967505,Absent
1,0,0.26,1,5.443368157408233,1.7109259506458636,1.01,10.755020009098631,High
1,0,0.287,0,2.8584628991514545,3.6298715931015497,0.04,2.676008407103291,Absent
1,0,-0.089,1,5.809443273997848,0.38457838380757553,1.56,3.5439633174319765,High
0,0,0.278,1,4.3459558757928285,4.150206856383144,0.82,0.4300940804265193,High
0,1,0.175,0,1.554742394896787,0.9620359312717676,1.76,11.109232605145298,Absent
1,0,-0.024,0,5.563824117114039,0.7315677307346191,0.9,12.442428475076865,Absent
0,0,0.061,0,4.710717625893216,2.6861612121108864,1.56,5.235885064282356,Absent
0,0,-0.251,0,3.9863767153102945,3.070257851174274,2.95,3.536925520111155,Absent
1,0,0.289,0,0.42867109180131907,0.7907568687075253,0.15,11.69921946288775,Absent
1,0,0.176,1,1.7772476700601851,4.3907216927002874,1.36,0.751400418113817,High
1,0,0.065,0,3.2169413660143875,1.2121040305548552,1.53,11.02230766821174,Absent
1,1,-0.206,1,0.0,0.3114684446746323,0.32,6.267978365216427,High
1,1,-0.247,1,2.792868053220804,2.3713291369084124,0.42,2.3909481221699753,Low
0,1,0.251,0,0.8572931780913342,1.080994127636572,1.12,3.037925123682938,Absent
1,0,0.079,1,1.2342690521190582,2.357636468978855,1.8,8.541328180904376,High
0,0,0.123,1,3.693177945586619,2.3568439937019106,0.37,3.1672033135578,High
1,0,-0.175,1,1.9723082314056934,2.313912437433879,1.9,10.451691622884464,High
0,1,0.189,0,0.35403161201250855,3.9295211407578265,0.88,12.14281194520308,Absent
1,1,0.059,1,4.327526387815327,3.456086099946538,2.79,4.987785947129439,High
1,1,0.271,1,0.0,3.1279436649525048,0.99,0.0,Low
0,1,-0.033,0,3.9454986930539295,0.4165692156806534,1.54,1.0977585000978232,Absent
0,1,0.22,1,0.14557455887411974,2.9966440077829146,2.36,8.245475847568073,Medium
1,1,-0.068,0,0.0,1.786689095205848,2.67,4.92940183219774,Absent
0,0,0.079,0,2.7245481863326124,4.953177357146382,2.47,6.05734658094574,Absent
1,0,0.263,1,1.826788419482686,4.793258662771599,2.0,11.065924222500891,High
1,0,-0.162,1,3.780087489698353,5.209061480021239,0.76,7.919886544279685,High
1,1,0.056,0,0.0,1.1097318814264157,0.61,10.51189400294465,Absent
1,0,0.008,1,4.6158101363862185,4.026380129465029,2.46,8.241671863145768,High
0,0,0.194,0,5.117549389879528,3.8512584939490884,1.26,2.806238766958133,Absent
1,0,-0.005,1,5.06214986409511,4.1750335542615415,2.63,0.7795204319325454,Medium
1,1,0.231,0,3.006648704186314,0.6825265670032933,0.04,3.0344533923683263,Absent
0,0,-0.194,0,5.58427700538778,1.15413164463138,2.4,4.406545321413477,Absent
1,0,0.155,0,2.380902307286477,3.307205312647877,2.64,1.1907352391443304,Absent
1,1,0.169,1,5.030690354567787,1.7646735916107008,0.6,9.208491171865624,High
0,1,0.19,0,5.16629115365177,2.444506974176249,2.83,2.043919394870871,Absent
0,0,-0.256,1,2.8714084913511284,4.487005238874879,1.45,6.977480092254356,High
0,1,0.121,1,1.219139466878637,2.840929198092014,2.85,9.951087494696138,Medium
1,1,-0.054,1,2.394007744800245,2.588701355216209,1.73,1.1784313113543647,Medium
0,0,0.145,0,4.515054561923037,2.6388805154418877,1.07,1.8395919283927786,Absent
1,1,-0.104,0,3.431172746340388,3.7370479818940834,2.51,0.538634788184831,Absent
0,0,-0.024,0,3.163506774639199,2.762374552166521,1.53,9.004641946113653,Absent
0,0,-0.018,1,3.1384780407304538,3.678315417297448,0.36,3.165958422218732,High
1,0,-0.085,0,1.1527965697449976,2.276660538443817,2.68,10.007524397585588,Absent
1,0,0.033,1,1.7952556559172115,3.730124824085596,2.84,11.077694867414134,High
0,0,0.29,1,6.295228469608864,1.1378504633465014,0.73,1.2317243090440646,High
1,0,-0.115,1,1.22984207120867,0.0,1.62,0.8701990731211631,Medium
1,1,0.284,0,5.241002616894169,4.136401104125923,2.05,4.047995967241431,Absent
1,0,0.031,0,3.2740906932706966,3.9374730247697887,1.8,0.8766907457776278,Absent
1,0,0.017,0,1.9249030710363357,1.0011608270462764,2.58,7.5576286809763005,Absent
1,1,0.023,1,0.9874182800301117,3.46227424580686,0.19,6.114992149484644,High
1,1,-0.09,1,3.5655658435729602,0.8789909238351179,2.49,5.803559325898474,High
1,1,-0.034,0,1.342012476511735,4.851959444989757,0.17,5.325796125298375,Absent
0,0,0.008,1,1.7415235386121022,3.378384795017487,1.85,4.666517835375254,High
0,1,0.091,1,3.163201916899847,4.20153971131182,1.68,9.63130297845876,Low
1,1,-0.009,1,3.7120302613749985,1.9409321137896756,2.71,2.8093886409753033,Medium
1,0,-0.029,0,2.548511736617018,2.9414602371680925,2.86,7.5808372885353394,Absent
0,1,0.223,0,2.277056639244886,3.9754800298328545,0.27,5.018030175014417,Absent
0,0,-0.04,1,3.9469480673894055,1.7758633112982023,0.14,5.682353227525204,High
1,0,-0.03,0,0.7022574359589165,0.7115363574802751,1.74,5.390662219921644,Absent
0,0,0.144,1,1.477134425040426,1.9308613595734494,0.41,2.4658787897406773,Medium
1,1,-0.232,1,3.6234949244235635,2.4809332079568933,0.68,3.612861006182513,High
0,1,-0.091,0,2.3697364442991695,1.6211816798922822,2.51,2.7452266204690323,Absent
1,1,-0.052,0,0.9597230960989499,0.05504404535787438,0.98,1.8603588015700914,Absent
0,0,-0.022,1,3.2234298713632894,0.5380099643615717,1.82,4.15763718954223,High
1,0,-0.283,1,3.8430450088723926,2.67326196200424,0.9,3.12207713284865,High
1,0,0.036,1,4.133624620231686,1.897094362670778,0.46,0.0,Medium
1,1,-0.189,0,4.9117743903350775,0.0,2.35,3.685389452998812,Absent
0,1,0.118,0,2.345409575110404,4.737793377786198,1.69,10.019164065735795,Absent
0,0,-0.176,0,5.163029528218312,3.284551695278112,0.57,11.28625674502966,Absent
1,1,0.12,1,0.0,3.600885492044605,1.79,9.767063754484004,High
1,1,0.167,1,2.4091926791018308,2.4571550622035905,0.33,7.571797793956159,High
1,0,-0.139,0,1.0038533657736302,3.4354345631535383,2.61,6.125477849791436,Absent
0,1,-0.059,0,4.046009122216077,2.2035338618535074,1.73,1.4487543251187516,Absent
1,1,0.008,0,4.052662651025303,0.5295240709779764,1.84,1.6375331787082925,Absent
0,1,0.267,0,0.8865194642598893,1.352405485558838,2.78,1.4821717610064495,Absent
0,0,-0.085,1,0.4199947553127684,1.5124419352775933,2.63,5.780402863757239,High
0,0,0.205,0,2.502554622778993,4.252872232237438,2.88,2.1304043784638047,Absent
0,1,0.101,1,2.2840721825846257,1.005824507487306,1.54,9.446896161518296,Medium
1,1,-0.174,1,0.20793311110804494,3.5204978109643936,0.11,5.768444596181961,High
0,1,0.183,0,2.700864643372485,4.018552016839705,1.3,3.181677842525075,Absent
1,1,-0.122,1,3.473269380133857,0.24528196223456142,0.69,9.613712182063802,Medium
1,1,0.069,0,3.6114074505462344,1.8742285694292777,1.23,10.359454826010126,Absent
1,1,-0.255,1,3.2538100750810313,3.4848269047801126,1.18,0.0,High
0,1,0.131,1,3.3989361984246744,0.48645953553394283,0.41,8.480705733196185,High
1,1,-0.124,0,3.711798812589821,4.542218704857451,0.16,4.198814599509369,Absent
1,0,0.23,0,2.792484725503962,3.4679136021754102,0.98,2.8443734534064307,Absent
0,0,-0.258,0,1.5095432290481914,2.410949404736194,1.31,7.577336602757241,Absent
1,1,0.007,1,3.4690246457965594,0.950814066651779,0.95,4.774851305403115,High
0,0,-0.257,0,3.414406326275072,1.7483272884106056,2.3,11.096534778685799,Absent
1,1,-0.253,0,0.6460156548572024,4.749558576771066,0.39,6.609372847659703,Absent
0,1,0.225,1,4.249681535754282,3.2558770970443716,2.63,12.647992914526943,Medium
0,0,-0.134,0,1.850545955783018,0.24768189336340346,1.95,11.706111481405966,Absent
1,1,-0.288,1,0.23424932720349145,0.7244542560315996,0.95,3.749944539756113,Medium
1,0,-0.214,1,2.97232174896438,2.3178068649028,2.79,2.175911720509827,High
1,1,-0.07,0,3.732282303721606,0.6046245121660133,0.06,7.137100241015916,Absent
0,1,0.28,1,4.703368262970828,2.292650629086574,1.15,1.2222900121776878,Medium
1,0,-0.097,0,5.90750621657561,2.4868207467147805,1.83,5.531013418863298,Absent
1,1,0.148,1,4.635763797209931,3.833375475961607,0.14,3.918132576183984,Medium
1,1,-0.021,0,0.0,4.13371348835532,0.44,11.924777232619737,Absent
1,0,0.206,0,0.3706773251852905,4.636076711840803,2.83,8.965874223830332,Absent
1,1,0.187,1,2.67832758881192,0.29716613556306226,2.92,10.82186810178397,High
0,1,0.134,1,1.685083670231983,4.016305893984119,0.61,5.681007823745646,Low
0,1,0.247,1,5.8660847514500265,3.1157776697395687,2.22,2.782659681515044,Low
0,0,-0.088,0,0.21614413418660033,4.282515032602321,2.09,6.761703268581226,Absent
1,0,-0.059,0,0.6283797524444296,3.397440468586271,1.08,4.071860486683421,Absent
1,0,0.007,1,4.308700720629285,3.457699956404047,0.86,2.5298453973737907,Medium
1,0,0.029,0,0.4138187205681113,2.939840100702612,0.25,8.179286343354814,Absent
1,1,-0.241,0,1.6797845668343343,1.5791630400929675,0.91,2.1794979136346084,Absent
0,0,-0.09,0,4.773753805921269,2.4196702069396396,1.17,4.926695735094054,Absent
0,1,0.055,1,4.5854831600726635,3.4371689197110924,0.82,5.976398516131519,Medium
0,1,-0.16,0,0.522423989292218,0.9184718663097482,1.6,1.0676308870463966,Absent
1,0,-0.123,0,4.721315681990147,0.9055733930736437,1.85,4.600966064258253,Absent
0,0,0.22,0,2.428291881295743,0.8356794110578977,1.54,1.11035706490609,Absent
1,1,0.179,0,0.0,2.108050152213273,2.92,2.6668494482224037,Absent
1,0,0.044,1,5.128943489661437,0.8179832344889101,0.6,3.6786881003483165,High
0,0,-0.207,1,0.0,2.115581286670591,2.98,6.045852123545892,High
0,0,0.084,1,5.665515436141368,3.7702168861609815,0.39,5.160350709211054,High
1,0,0.012,1,2.5683028406817265,4.542634385443818,1.37,1.1534717272865984,Medium
1,0,0.091,0,2.296434527786961,1.2660910708661068,1.67,12.36859065878633,Absent
1,1,0.178,1,4.807319199600317,0.17084601380878323,2.2,1.7996717596987077,Medium
0,0,0.193,0,5.0651369744512165,4.655161833289724,0.52,5.368705130937052,Absent
1,0,0.109,0,2.497461273823792,1.8757958041717986,1.67,2.5658450193005335,Absent
1,0,0.131,0,3.454267517888325,5.130863545204588,2.82,10.223285769674362,Absent
0,1,0.13,0,4.468829898446451,0.5282421752714823,2.8,9.13566118025544,Absent
0,1,0.252,0,4.544700617298847,1.2770960269186122,0.26,9.640040325276559,Absent
0,1,-0.056,0,1.2983718669459487,0.0016451150207083265,0.77,8.842221651904202,Absent
0,1,-0.254,1,2.2498979448226515,1.2168126606941863,2.5,3.572549198982353,Low
0,1,0.136,0,2.9456115074553724,1.2663393913693066,0.15,6.377145001486422,Absent
0,0,0.002,0,5.008427498916148,2.5144288088278883,1.99,11.628794877395027,Absent
0,0,-0.046,0,2.3722374405991933,3.4803814286207873,2.65,1.9181786003527144,Absent
1,1,0.188,0,4.104034805649451,0.4475375656290222,1.17,5.176889893922236,Absent
0,0,0.001,1,5.685431697953628,0.7150623521942108,1.19,6.829010835778818,High
0,0,0.185,0,5.8396096271403835,4.051366337854668,0.2,7.933799495707257,Absent
1,0,0.091,0,1.288883255943174,1.4055912537178843,0.93,6.331249859142991,Absent
0,0,-0.118,0,6.302282353669005,4.029199262515897,1.25,0.972622738709114,Absent
1,0,0.247,0,2.2500815018587423,0.7716751237066479,2.57,10.834219033095112,Absent
0,1,0.279,0,3.0500319902578914,3.619110520516458,1.28,6.515174708099727,Absent
0,1,-0.071,1,1.6356949483557572,1.7151061595399122,0.7,0.1603102637488817,Medium
1,1,0.133,1,5.350827450910547,2.0163254526408845,0.44,8.298208869445277,High
1,0,0.014,1,3.3492794255863427,1.2805855636634134,1.14,0.8994283929548463,High
0,0,0.046,1,5.610031562289754,4.947150839652627,0.78,3.380630593589887,Medium
0,0,0.029,1,2.2466621937556317,1.6827899253740826,2.76,4.0944892281639,Medium
1,1,-0.106,1,5.076116839875287,3.2185702128313776,1.68,9.036477924686414,Medium
1,1,-0.208,0,3.54900737580356,0.09255976348450407,2.34,6.600999366690953,Absent
1,1,-0.181,0,2.087182066494334,4.33865160841145,2.35,4.101960628405308,Absent
0,0,0.17,1,3.6584896216770155,3.6312013557142127,1.51,8.19742162888036,High
1,0,-0.204,0,2.2324776681299956,2.265612511449787,0.56,9.75960224348255,Absent
0,1,0.087,0,5.588906122680869,1.1192779905510668,1.69,10.661522167363074,Absent
1,1,0.266,0,0.40400859624325375,0.2488623812145714,1.7,4.025570379502241,Absent
0,0,-0.278,1,3.2923463479929707,3.852594660252853,2.52,7.882072507854467,High
0,1,0.205,1,0.0,1.8640326359754027,0.42,4.27217515806626,Medium
1,1,0.021,0,5.604033571642042,2.580762466891238,2.77,2.4941534265601133,Absent
1,1,0.155,1,2.931969902268034,4.647073192100345,2.62,8.858056014833387,High
1,1,-0.262,1,1.760263240952693,0.0,2.9,3.268821827583255,Medium
0,1,-0.212,1,1.8669388851789481,3.930908679604422,0.5,6.2090878392862,Medium
0,1,0.248,1,1.295290850327207,3.663490852647552,2.68,7.101503473611724,Medium
1,0,-0.232,1,3.5061933678131028,2.237375364531547,1.7,2.763829723372077,Medium
0,0,0.268,0,1.3983510344542012,3.1703322457664793,0.67,4.172357924836596,Absent
1,0,0.146,1,1.6873360874631043,3.4887858665386577,1.54,4.140142258833746,Medium
1,1,0.161,1,5.755485154278563,4.572442947828946,0.86,3.2022685703060922,Medium
